CLS,SUBCLS,IN,RXCUI,NAME,TTY
antihypertensive,Potassium-sparing diuretics,amiloride ,977949,amiloride hydrochloride 2.5 MG / hydrochlorothiazide 25 MG / timolol maleate 10 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,amiloride ,977950,amiloride hydrochloride 2.5 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,amiloride ,977951,amiloride hydrochloride 5 MG / bumetanide 1 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,amiloride ,977959,amiloride hydrochloride 5 MG / furosemide 40 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,amiloride ,977879,amiloride hydrochloride 5 MG,SCDC
antihypertensive,Potassium-sparing diuretics,amiloride ,977886,amiloride hydrochloride 1 MG/ML,SCDC
antihypertensive,Potassium-sparing diuretics,amiloride ,977889,amiloride hydrochloride 10 MG,SCDC
antihypertensive,Potassium-sparing diuretics,amiloride ,977891,amiloride hydrochloride 2.5 MG,SCDC
antihypertensive,Potassium-sparing diuretics,amiloride ,370564,amiloride Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,amiloride ,370638,amiloride / hydrochlorothiazide Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,amiloride ,370847,amiloride / furosemide Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,amiloride ,370849,amiloride Oral Solution,SCDF
antihypertensive,Potassium-sparing diuretics,amiloride ,370850,amiloride / bumetanide Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,amiloride ,370851,amiloride / cyclopenthiazide Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,amiloride ,379256,amiloride / hydrochlorothiazide / timolol Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,amiloride ,379257,amiloride / atenolol / hydrochlorothiazide Oral Capsule,SCDF
antihypertensive,Potassium-sparing diuretics,amiloride ,1151590,amiloride / atenolol / hydrochlorothiazide Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151591,amiloride / atenolol / hydrochlorothiazide Pill,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151594,amiloride / bumetanide Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151595,amiloride / bumetanide Pill,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151596,amiloride / cyclopenthiazide Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151597,amiloride / cyclopenthiazide Pill,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151600,amiloride / furosemide Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151601,amiloride / furosemide Pill,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151604,amiloride / hydrochlorothiazide / timolol Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151605,amiloride / hydrochlorothiazide / timolol Pill,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151607,amiloride / hydrochlorothiazide Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151608,amiloride / hydrochlorothiazide Pill,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151613,amiloride Oral Liquid Product,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151614,amiloride Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,amiloride ,1151615,amiloride Pill,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,9997,spironolactone,IN
antihypertensive,Potassium-sparing diuretics,spironolactone,1008908,althiazide / spironolactone,MIN
antihypertensive,Potassium-sparing diuretics,spironolactone,1008922,bendroflumethiazide / spironolactone,MIN
antihypertensive,Potassium-sparing diuretics,spironolactone,151194,hydroflumethiazide / spironolactone,MIN
antihypertensive,Potassium-sparing diuretics,spironolactone,2566848,benazepril / spironolactone,MIN
antihypertensive,Potassium-sparing diuretics,spironolactone,324042,hydrochlorothiazide / spironolactone,MIN
antihypertensive,Potassium-sparing diuretics,spironolactone,392462,furosemide / spironolactone,MIN
antihypertensive,Potassium-sparing diuretics,spironolactone,814684,buthiazide / spironolactone,MIN
antihypertensive,Potassium-sparing diuretics,spironolactone,1943345,spironolactone 5 MG/ML Oral Suspension [Carospir],SBD
antihypertensive,Potassium-sparing diuretics,spironolactone,200817,spironolactone 50 MG Oral Tablet [Aldactone],SBD
antihypertensive,Potassium-sparing diuretics,spironolactone,200820,spironolactone 25 MG Oral Tablet [Aldactone],SBD
antihypertensive,Potassium-sparing diuretics,spironolactone,200825,spironolactone 100 MG Oral Tablet [Aldactone],SBD
antihypertensive,Potassium-sparing diuretics,spironolactone,208112,hydrochlorothiazide 25 MG / spironolactone 25 MG Oral Tablet [Aldactazide],SBD
antihypertensive,Potassium-sparing diuretics,spironolactone,208116,hydrochlorothiazide 50 MG / spironolactone 50 MG Oral Tablet [Aldactazide],SBD
antihypertensive,Potassium-sparing diuretics,spironolactone,2566860,benazepril hydrochloride 2.5 MG / spironolactone 20 MG Chewable Tablet [Cardalis],SBD
antihypertensive,Potassium-sparing diuretics,spironolactone,2566864,benazepril hydrochloride 5 MG / spironolactone 40 MG Chewable Tablet [Cardalis],SBD
antihypertensive,Potassium-sparing diuretics,spironolactone,2566868,benazepril hydrochloride 10 MG / spironolactone 80 MG Chewable Tablet [Cardalis],SBD
antihypertensive,Potassium-sparing diuretics,spironolactone,1943341,spironolactone 5 MG/ML [Carospir],SBDC
antihypertensive,Potassium-sparing diuretics,spironolactone,2566855,benazepril hydrochloride 2.5 MG [Cardalis],SBDC
antihypertensive,Potassium-sparing diuretics,spironolactone,2566863,benazepril hydrochloride 5 MG [Cardalis],SBDC
antihypertensive,Potassium-sparing diuretics,spironolactone,2566867,benazepril hydrochloride 10 MG [Cardalis],SBDC
antihypertensive,Potassium-sparing diuretics,spironolactone,565465,spironolactone 50 MG [Aldactone],SBDC
antihypertensive,Potassium-sparing diuretics,spironolactone,565468,spironolactone 25 MG [Aldactone],SBDC
antihypertensive,Potassium-sparing diuretics,spironolactone,565473,spironolactone 100 MG [Aldactone],SBDC
antihypertensive,Potassium-sparing diuretics,spironolactone,568840,hydrochlorothiazide 25 MG / spironolactone 25 MG [Aldactazide],SBDC
antihypertensive,Potassium-sparing diuretics,spironolactone,568844,hydrochlorothiazide 50 MG / spironolactone 50 MG [Aldactazide],SBDC
antihypertensive,Potassium-sparing diuretics,spironolactone,1943342,spironolactone Oral Suspension [Carospir],SBDF
antihypertensive,Potassium-sparing diuretics,spironolactone,2566859,benazepril / spironolactone Chewable Tablet [Cardalis],SBDF
antihypertensive,Potassium-sparing diuretics,spironolactone,368071,spironolactone Oral Tablet [Aldactone],SBDF
antihypertensive,Potassium-sparing diuretics,spironolactone,369279,hydrochlorothiazide / spironolactone Oral Tablet [Aldactazide],SBDF
antihypertensive,Potassium-sparing diuretics,spironolactone,1174846,Aldactazide Oral Product,SBDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1174847,Aldactazide Pill,SBDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1174848,Aldactone Oral Product,SBDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1174849,Aldactone Pill,SBDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1943343,Carospir Oral Liquid Product,SBDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1943344,Carospir Oral Product,SBDG
antihypertensive,Potassium-sparing diuretics,spironolactone,2566856,Cardalis Oral Product,SBDG
antihypertensive,Potassium-sparing diuretics,spironolactone,2566857,Cardalis Pill,SBDG
antihypertensive,Potassium-sparing diuretics,spironolactone,2566858,Cardalis Chewable Product,SBDG
antihypertensive,Potassium-sparing diuretics,spironolactone,104230,spironolactone 1 MG/ML Oral Suspension,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,104231,spironolactone 2 MG/ML Oral Suspension,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,104232,spironolactone 5 MG/ML Oral Suspension,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,104233,spironolactone 10 MG/ML Oral Suspension,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,198222,spironolactone 100 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,198223,spironolactone 50 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,198224,hydrochlorothiazide 25 MG / spironolactone 25 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,198225,hydrochlorothiazide 50 MG / spironolactone 50 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,246399,furosemide 20 MG / spironolactone 50 MG Oral Capsule,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,250376,hydroflumethiazide 25 MG / spironolactone 25 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,250377,hydroflumethiazide 50 MG / spironolactone 50 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,2566853,benazepril hydrochloride 2.5 MG / spironolactone 20 MG Chewable Tablet,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,2566862,benazepril hydrochloride 5 MG / spironolactone 40 MG Chewable Tablet,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,2566866,benazepril hydrochloride 10 MG / spironolactone 80 MG Chewable Tablet,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,313096,spironolactone 25 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,spironolactone,2566847,spironolactone 20 MG,SCDC
antihypertensive,Potassium-sparing diuretics,spironolactone,2566861,spironolactone 40 MG,SCDC
antihypertensive,Potassium-sparing diuretics,spironolactone,2566865,spironolactone 80 MG,SCDC
antihypertensive,Potassium-sparing diuretics,spironolactone,316727,spironolactone 100 MG,SCDC
antihypertensive,Potassium-sparing diuretics,spironolactone,316728,spironolactone 25 MG,SCDC
antihypertensive,Potassium-sparing diuretics,spironolactone,317508,spironolactone 50 MG,SCDC
antihypertensive,Potassium-sparing diuretics,spironolactone,360518,spironolactone 1 MG/ML,SCDC
antihypertensive,Potassium-sparing diuretics,spironolactone,360519,spironolactone 2 MG/ML,SCDC
antihypertensive,Potassium-sparing diuretics,spironolactone,360520,spironolactone 5 MG/ML,SCDC
antihypertensive,Potassium-sparing diuretics,spironolactone,360521,spironolactone 10 MG/ML,SCDC
antihypertensive,Potassium-sparing diuretics,spironolactone,2566852,benazepril / spironolactone Chewable Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,spironolactone,370639,hydrochlorothiazide / spironolactone Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,spironolactone,373944,furosemide / spironolactone Oral Capsule,SCDF
antihypertensive,Potassium-sparing diuretics,spironolactone,373946,spironolactone Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,spironolactone,373948,hydroflumethiazide / spironolactone Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,spironolactone,379251,spironolactone Oral Suspension,SCDF
antihypertensive,Potassium-sparing diuretics,spironolactone,1161121,spironolactone Oral Liquid Product,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1161122,spironolactone Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1161123,spironolactone Pill,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1161124,spironolactone Topical Product,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1162146,hydrochlorothiazide / spironolactone Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1162147,hydrochlorothiazide / spironolactone Pill,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1162708,furosemide / spironolactone Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1162709,furosemide / spironolactone Pill,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1164019,hydroflumethiazide / spironolactone Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,1164020,hydroflumethiazide / spironolactone Pill,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,2566849,benazepril / spironolactone Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,2566850,benazepril / spironolactone Pill,SCDG
antihypertensive,Potassium-sparing diuretics,spironolactone,2566851,benazepril / spironolactone Chewable Product,SCDG
antihypertensive,Potassium-sparing diuretics,eplerenone,298869,eplerenone,IN
antihypertensive,Potassium-sparing diuretics,eplerenone,402105,eplerenone 50 MG Oral Tablet [Inspra],SBD
antihypertensive,Potassium-sparing diuretics,eplerenone,402106,eplerenone 25 MG Oral Tablet [Inspra],SBD
antihypertensive,Potassium-sparing diuretics,eplerenone,576107,eplerenone 50 MG [Inspra],SBDC
antihypertensive,Potassium-sparing diuretics,eplerenone,576108,eplerenone 25 MG [Inspra],SBDC
antihypertensive,Potassium-sparing diuretics,eplerenone,402363,eplerenone Oral Tablet [Inspra],SBDF
antihypertensive,Potassium-sparing diuretics,eplerenone,1173417,Inspra Oral Product,SBDG
antihypertensive,Potassium-sparing diuretics,eplerenone,1173418,Inspra Pill,SBDG
antihypertensive,Potassium-sparing diuretics,eplerenone,351256,eplerenone 25 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,eplerenone,351257,eplerenone 50 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,eplerenone,351258,eplerenone 100 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,eplerenone,353386,eplerenone 25 MG,SCDC
antihypertensive,Potassium-sparing diuretics,eplerenone,353387,eplerenone 50 MG,SCDC
antihypertensive,Potassium-sparing diuretics,eplerenone,353388,eplerenone 100 MG,SCDC
antihypertensive,Potassium-sparing diuretics,eplerenone,378726,eplerenone Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,eplerenone,1161909,eplerenone Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,eplerenone,1161910,eplerenone Pill,SCDG
antihypertensive,Potassium-sparing diuretics,triamterene ,10763,triamterene,IN
antihypertensive,Potassium-sparing diuretics,triamterene ,1006959,dehydrosanol / triamterene,MIN
antihypertensive,Potassium-sparing diuretics,triamterene ,1007010,methyclothiazide / triamterene,MIN
antihypertensive,Potassium-sparing diuretics,triamterene ,1007225,triamterene / xipamide,MIN
antihypertensive,Potassium-sparing diuretics,triamterene ,1007236,cyclothiazide / triamterene,MIN
antihypertensive,Potassium-sparing diuretics,triamterene ,1007929,hydrochlorothiazide / triamterene / verapamil,MIN
antihypertensive,Potassium-sparing diuretics,triamterene ,1007970,clonidine / hydrochlorothiazide / triamterene,MIN
antihypertensive,Potassium-sparing diuretics,triamterene ,1008208,metolazone / triamterene,MIN
antihypertensive,Potassium-sparing diuretics,triamterene ,258337,hydrochlorothiazide / triamterene,MIN
antihypertensive,Potassium-sparing diuretics,triamterene ,392466,chlorthalidone / triamterene,MIN
antihypertensive,Potassium-sparing diuretics,triamterene ,392492,benzthiazide / triamterene,MIN
antihypertensive,Potassium-sparing diuretics,triamterene ,392570,furosemide / triamterene,MIN
antihypertensive,Potassium-sparing diuretics,triamterene ,208124,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Capsule [Dyazide],SBD
antihypertensive,Potassium-sparing diuretics,triamterene ,208674,triamterene 100 MG Oral Capsule [Dyrenium],SBD
antihypertensive,Potassium-sparing diuretics,triamterene ,208675,triamterene 50 MG Oral Capsule [Dyrenium],SBD
antihypertensive,Potassium-sparing diuretics,triamterene ,93252,hydrochlorothiazide 50 MG / triamterene 75 MG Oral Tablet [Maxzide],SBD
antihypertensive,Potassium-sparing diuretics,triamterene ,93253,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Tablet [Maxzide],SBD
antihypertensive,Potassium-sparing diuretics,triamterene ,562901,hydrochlorothiazide 50 MG / triamterene 75 MG [Maxzide],SBDC
antihypertensive,Potassium-sparing diuretics,triamterene ,562902,hydrochlorothiazide 25 MG / triamterene 37.5 MG [Maxzide],SBDC
antihypertensive,Potassium-sparing diuretics,triamterene ,568851,hydrochlorothiazide 25 MG / triamterene 37.5 MG [Dyazide],SBDC
antihypertensive,Potassium-sparing diuretics,triamterene ,569337,triamterene 100 MG [Dyrenium],SBDC
antihypertensive,Potassium-sparing diuretics,triamterene ,569338,triamterene 50 MG [Dyrenium],SBDC
antihypertensive,Potassium-sparing diuretics,triamterene ,366263,triamterene Oral Capsule [Dyrenium],SBDF
antihypertensive,Potassium-sparing diuretics,triamterene ,366289,hydrochlorothiazide / triamterene Oral Capsule [Dyazide],SBDF
antihypertensive,Potassium-sparing diuretics,triamterene ,369275,hydrochlorothiazide / triamterene Oral Tablet [Maxzide],SBDF
antihypertensive,Potassium-sparing diuretics,triamterene ,1169664,Dyazide Oral Product,SBDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1169665,Dyazide Pill,SBDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1170419,Dyrenium Oral Product,SBDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1170420,Dyrenium Pill,SBDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1182741,Maxzide Oral Product,SBDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1182742,Maxzide Pill,SBDG
antihypertensive,Potassium-sparing diuretics,triamterene ,104245,benzthiazide 25 MG / triamterene 50 MG Oral Capsule,SCD
antihypertensive,Potassium-sparing diuretics,triamterene ,104248,chlorthalidone 50 MG / triamterene 50 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,triamterene ,198312,triamterene 100 MG Oral Capsule,SCD
antihypertensive,Potassium-sparing diuretics,triamterene ,198313,triamterene 50 MG Oral Capsule,SCD
antihypertensive,Potassium-sparing diuretics,triamterene ,198314,hydrochlorothiazide 25 MG / triamterene 50 MG Oral Capsule,SCD
antihypertensive,Potassium-sparing diuretics,triamterene ,198316,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Capsule,SCD
antihypertensive,Potassium-sparing diuretics,triamterene ,250708,furosemide 40 MG / triamterene 50 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,triamterene ,310812,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,triamterene ,310818,hydrochlorothiazide 50 MG / triamterene 75 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,triamterene ,314029,hydrochlorothiazide 25 MG / triamterene 50 MG Oral Tablet,SCD
antihypertensive,Potassium-sparing diuretics,triamterene ,316852,triamterene 100 MG,SCDC
antihypertensive,Potassium-sparing diuretics,triamterene ,316853,triamterene 37.5 MG,SCDC
antihypertensive,Potassium-sparing diuretics,triamterene ,316854,triamterene 50 MG,SCDC
antihypertensive,Potassium-sparing diuretics,triamterene ,317670,triamterene 75 MG,SCDC
antihypertensive,Potassium-sparing diuretics,triamterene ,370640,hydrochlorothiazide / triamterene Oral Capsule,SCDF
antihypertensive,Potassium-sparing diuretics,triamterene ,374192,hydrochlorothiazide / triamterene Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,triamterene ,374193,triamterene Oral Capsule,SCDF
antihypertensive,Potassium-sparing diuretics,triamterene ,374195,benzthiazide / triamterene Oral Capsule,SCDF
antihypertensive,Potassium-sparing diuretics,triamterene ,374196,furosemide / triamterene Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,triamterene ,376315,chlorthalidone / triamterene Oral Tablet,SCDF
antihypertensive,Potassium-sparing diuretics,triamterene ,1155793,chlorthalidone / triamterene Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1155794,chlorthalidone / triamterene Pill,SCDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1158234,triamterene Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1158235,triamterene Pill,SCDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1160544,benzthiazide / triamterene Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1160545,benzthiazide / triamterene Pill,SCDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1162152,hydrochlorothiazide / triamterene Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1162153,hydrochlorothiazide / triamterene Pill,SCDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1162710,furosemide / triamterene Oral Product,SCDG
antihypertensive,Potassium-sparing diuretics,triamterene ,1162711,furosemide / triamterene Pill,SCDG
antihypertensive,Aldosterone receptor blockers,eplerenone ,298869,eplerenone,IN
antihypertensive,Aldosterone receptor blockers,eplerenone ,402105,eplerenone 50 MG Oral Tablet [Inspra],SBD
antihypertensive,Aldosterone receptor blockers,eplerenone ,402106,eplerenone 25 MG Oral Tablet [Inspra],SBD
antihypertensive,Aldosterone receptor blockers,eplerenone ,576107,eplerenone 50 MG [Inspra],SBDC
antihypertensive,Aldosterone receptor blockers,eplerenone ,576108,eplerenone 25 MG [Inspra],SBDC
antihypertensive,Aldosterone receptor blockers,eplerenone ,402363,eplerenone Oral Tablet [Inspra],SBDF
antihypertensive,Aldosterone receptor blockers,eplerenone ,1173417,Inspra Oral Product,SBDG
antihypertensive,Aldosterone receptor blockers,eplerenone ,1173418,Inspra Pill,SBDG
antihypertensive,Aldosterone receptor blockers,eplerenone ,351256,eplerenone 25 MG Oral Tablet,SCD
antihypertensive,Aldosterone receptor blockers,eplerenone ,351257,eplerenone 50 MG Oral Tablet,SCD
antihypertensive,Aldosterone receptor blockers,eplerenone ,351258,eplerenone 100 MG Oral Tablet,SCD
antihypertensive,Aldosterone receptor blockers,eplerenone ,353386,eplerenone 25 MG,SCDC
antihypertensive,Aldosterone receptor blockers,eplerenone ,353387,eplerenone 50 MG,SCDC
antihypertensive,Aldosterone receptor blockers,eplerenone ,353388,eplerenone 100 MG,SCDC
antihypertensive,Aldosterone receptor blockers,eplerenone ,378726,eplerenone Oral Tablet,SCDF
antihypertensive,Aldosterone receptor blockers,eplerenone ,1161909,eplerenone Oral Product,SCDG
antihypertensive,Aldosterone receptor blockers,eplerenone ,1161910,eplerenone Pill,SCDG
antihypertensive,Aldosterone receptor blockers,spironolactone ,9997,spironolactone,IN
antihypertensive,Aldosterone receptor blockers,spironolactone ,1008908,althiazide / spironolactone,MIN
antihypertensive,Aldosterone receptor blockers,spironolactone ,1008922,bendroflumethiazide / spironolactone,MIN
antihypertensive,Aldosterone receptor blockers,spironolactone ,151194,hydroflumethiazide / spironolactone,MIN
antihypertensive,Aldosterone receptor blockers,spironolactone ,2566848,benazepril / spironolactone,MIN
antihypertensive,Aldosterone receptor blockers,spironolactone ,324042,hydrochlorothiazide / spironolactone,MIN
antihypertensive,Aldosterone receptor blockers,spironolactone ,392462,furosemide / spironolactone,MIN
antihypertensive,Aldosterone receptor blockers,spironolactone ,814684,buthiazide / spironolactone,MIN
antihypertensive,Aldosterone receptor blockers,spironolactone ,1943345,spironolactone 5 MG/ML Oral Suspension [Carospir],SBD
antihypertensive,Aldosterone receptor blockers,spironolactone ,200817,spironolactone 50 MG Oral Tablet [Aldactone],SBD
antihypertensive,Aldosterone receptor blockers,spironolactone ,200820,spironolactone 25 MG Oral Tablet [Aldactone],SBD
antihypertensive,Aldosterone receptor blockers,spironolactone ,200825,spironolactone 100 MG Oral Tablet [Aldactone],SBD
antihypertensive,Aldosterone receptor blockers,spironolactone ,208112,hydrochlorothiazide 25 MG / spironolactone 25 MG Oral Tablet [Aldactazide],SBD
antihypertensive,Aldosterone receptor blockers,spironolactone ,208116,hydrochlorothiazide 50 MG / spironolactone 50 MG Oral Tablet [Aldactazide],SBD
antihypertensive,Aldosterone receptor blockers,spironolactone ,2566860,benazepril hydrochloride 2.5 MG / spironolactone 20 MG Chewable Tablet [Cardalis],SBD
antihypertensive,Aldosterone receptor blockers,spironolactone ,2566864,benazepril hydrochloride 5 MG / spironolactone 40 MG Chewable Tablet [Cardalis],SBD
antihypertensive,Aldosterone receptor blockers,spironolactone ,2566868,benazepril hydrochloride 10 MG / spironolactone 80 MG Chewable Tablet [Cardalis],SBD
antihypertensive,Aldosterone receptor blockers,spironolactone ,1943341,spironolactone 5 MG/ML [Carospir],SBDC
antihypertensive,Aldosterone receptor blockers,spironolactone ,2566855,benazepril hydrochloride 2.5 MG [Cardalis],SBDC
antihypertensive,Aldosterone receptor blockers,spironolactone ,2566863,benazepril hydrochloride 5 MG [Cardalis],SBDC
antihypertensive,Aldosterone receptor blockers,spironolactone ,2566867,benazepril hydrochloride 10 MG [Cardalis],SBDC
antihypertensive,Aldosterone receptor blockers,spironolactone ,565465,spironolactone 50 MG [Aldactone],SBDC
antihypertensive,Aldosterone receptor blockers,spironolactone ,565468,spironolactone 25 MG [Aldactone],SBDC
antihypertensive,Aldosterone receptor blockers,spironolactone ,565473,spironolactone 100 MG [Aldactone],SBDC
antihypertensive,Aldosterone receptor blockers,spironolactone ,568840,hydrochlorothiazide 25 MG / spironolactone 25 MG [Aldactazide],SBDC
antihypertensive,Aldosterone receptor blockers,spironolactone ,568844,hydrochlorothiazide 50 MG / spironolactone 50 MG [Aldactazide],SBDC
antihypertensive,Aldosterone receptor blockers,spironolactone ,1943342,spironolactone Oral Suspension [Carospir],SBDF
antihypertensive,Aldosterone receptor blockers,spironolactone ,2566859,benazepril / spironolactone Chewable Tablet [Cardalis],SBDF
antihypertensive,Aldosterone receptor blockers,spironolactone ,368071,spironolactone Oral Tablet [Aldactone],SBDF
antihypertensive,Aldosterone receptor blockers,spironolactone ,369279,hydrochlorothiazide / spironolactone Oral Tablet [Aldactazide],SBDF
antihypertensive,Aldosterone receptor blockers,spironolactone ,1174846,Aldactazide Oral Product,SBDG
antihypertensive,Aldosterone receptor blockers,spironolactone ,1174847,Aldactazide Pill,SBDG
antihypertensive,Aldosterone receptor blockers,spironolactone ,1174848,Aldactone Oral Product,SBDG
antihypertensive,Aldosterone receptor blockers,spironolactone ,1174849,Aldactone Pill,SBDG
antihypertensive,Aldosterone receptor blockers,spironolactone ,1943343,Carospir Oral Liquid Product,SBDG
antihypertensive,Aldosterone receptor blockers,spironolactone ,1943344,Carospir Oral Product,SBDG
antihypertensive,Aldosterone receptor blockers,spironolactone ,2566856,Cardalis Oral Product,SBDG
antihypertensive,Aldosterone receptor blockers,spironolactone ,2566857,Cardalis Pill,SBDG
antihypertensive,Aldosterone receptor blockers,spironolactone ,2566858,Cardalis Chewable Product,SBDG
antihypertensive,Aldosterone receptor blockers,spironolactone ,104230,spironolactone 1 MG/ML Oral Suspension,SCD
antihypertensive,Aldosterone receptor blockers,spironolactone ,104231,spironolactone 2 MG/ML Oral Suspension,SCD
antihypertensive,Aldosterone receptor blockers,spironolactone ,104232,spironolactone 5 MG/ML Oral Suspension,SCD
antihypertensive,Aldosterone receptor blockers,spironolactone ,104233,spironolactone 10 MG/ML Oral Suspension,SCD
antihypertensive,Aldosterone receptor blockers,spironolactone ,198222,spironolactone 100 MG Oral Tablet,SCD
antihypertensive,Aldosterone receptor blockers,spironolactone ,198223,spironolactone 50 MG Oral Tablet,SCD
antihypertensive,Aldosterone receptor blockers,spironolactone ,198224,hydrochlorothiazide 25 MG / spironolactone 25 MG Oral Tablet,SCD
antihypertensive,Aldosterone receptor blockers,spironolactone ,198225,hydrochlorothiazide 50 MG / spironolactone 50 MG Oral Tablet,SCD
antihypertensive,Aldosterone receptor blockers,spironolactone ,246399,furosemide 20 MG / spironolactone 50 MG Oral Capsule,SCD
antihypertensive,Aldosterone receptor blockers,spironolactone ,250376,hydroflumethiazide 25 MG / spironolactone 25 MG Oral Tablet,SCD
antihypertensive,Aldosterone receptor blockers,spironolactone ,250377,hydroflumethiazide 50 MG / spironolactone 50 MG Oral Tablet,SCD
